1876 2 0.5
1877 2 20.1
1878 2 3.6
1879 2 1.5
1880 2 1.3
1881 2 0.8
1882 2 0.0
1883 2 2.3
1884 2 14.7
1885 2 28.7
1886 2 2.3
1887 2 6.1
1888 2 1.3
1889 2 3.0
1890 2 4.1
1891 2 0.3
1892 2 3.8
1893 2 0.3
1894 2 0.8
1895 2 1.8
1896 2 172.7
1897 2 23.9
1898 2 26.9
1899 2 14.0
1900 2 2.0
1901 2 30.5
1902 2 8.6
1903 2 2.3
1904 2 24.9
1905 2 4.1
1906 2 1.5
1907 2 0.3
1908 2 54.1
1909 2 9.2
1910 2 0.3
1911 2 13.1
1912 2 13.5
1913 2 51.1
1914 2 8.4
1915 2 50.2
1916 2 5.4
1917 2 7.1
1918 2 56.9
1919 2 38.1
1920 2 0.0
1921 2 1.0
1922 2 2.8
1923 2 3.1
1924 2 13.7
1925 2 33.9
1926 2 1.5
1927 2 25.5
1928 2 NaN
1929 2 NaN
1930 2 148.1
1931 2 2.0
1932 2 26.2
1933 2 1.8
1934 2 3.6
1935 2 12.0
1936 2 13.0
1937 2 6.6
1938 2 8.9
1939 2 7.4
1940 2 27.4
1941 2 37.2
1942 2 6.4
1943 2 21.4
1944 2 3.1
1945 2 14.8
1946 2 100.7
1947 2 33.1
1948 2 14.8
1949 2 27.9
1950 2 9.8
1951 2 2.1
1952 2 8.7
1953 2 24.1
1954 2 0.0
1955 2 2.8
1956 2 0.8
1957 2 1.8
1958 2 0.5
1959 2 10.2
1960 2 182.1
1961 2 19.3
1962 2 34.8
1963 2 11.9
1964 2 4.3
1965 2 2.6
1966 2 10.1
1967 2 61.9
1968 2 20.6
1969 2 11.6
1970 2 1.3
1971 2 4.1
1972 2 15.4
1973 2 3.1
1974 2 20.3
1975 2 0.0
1976 2 NaN
1977 2 19.8
1978 2 15.6
1979 2 11.3
1980 2 9.0
1981 2 107.7
1982 2 35.3
1983 2 11.6
1984 2 2.0
1985 2 3.5
1986 2 3.1
1987 2 31.4
1988 2 25.6
1989 2 0.6
1990 2 31.4
1991 2 0.8
1992 2 16.3
1993 2 6.2
1994 2 55.0
1995 2 10.0
1996 2 3.0
1997 2 1.8
1998 2 1.0
1999 2 47.2
2000 2 9.0
2001 2 20.8
2002 2 9.8
2003 2 24.0
2004 2 19.3
2005 2 0.8
2006 2 32.0
2007 2 1.2
2008 2 20.6
2009 2 2.4
2010 2 5.6
2011 2 88.0
2012 2 2.0
2013 2 4.2
2014 2 37.0
2015 2 0.8
