1876 9 8.9
1877 9 4.8
1878 9 16.3
1879 9 23.9
1880 9 13.2
1881 9 10.9
1882 9 2.3
1883 9 27.9
1884 9 19.1
1885 9 36.1
1886 9 21.1
1887 9 6.4
1888 9 8.4
1889 9 22.1
1890 9 7.1
1891 9 35.1
1892 9 47.2
1893 9 10.9
1894 9 11.7
1895 9 26.7
1896 9 6.4
1897 9 8.9
1898 9 0.5
1899 9 84.6
1900 9 58.4
1901 9 44.5
1902 9 32.5
1903 9 14.7
1904 9 18.5
1905 9 13.2
1906 9 3.8
1907 9 5.3
1908 9 18.7
1909 9 2.3
1910 9 19.1
1911 9 13.6
1912 9 12.4
1913 9 16.5
1914 9 12.8
1915 9 13.4
1916 9 20.1
1917 9 22.3
1918 9 4.8
1919 9 31.2
1920 9 35.6
1921 9 14.5
1922 9 11.8
1923 9 10.7
1924 9 64.6
1925 9 18.8
1926 9 2.7
1927 9 NaN
1928 9 NaN
1929 9 NaN
1930 9 4.8
1931 9 11.2
1932 9 37.9
1933 9 6.6
1934 9 12.8
1935 9 31.1
1936 9 4.6
1937 9 12.7
1938 9 6.6
1939 9 2.2
1940 9 12.6
1941 9 39.1
1942 9 13.0
1943 9 15.4
1944 9 15.1
1945 9 17.5
1946 9 NaN
1947 9 40.1
1948 9 4.4
1949 9 19.3
1950 9 4.6
1951 9 12.4
1952 9 6.3
1953 9 NaN
1954 9 10.6
1955 9 19.1
1956 9 26.6
1957 9 9.4
1958 9 37.3
1959 9 28.8
1960 9 33.7
1961 9 4.3
1962 9 56.0
1963 9 4.5
1964 9 56.1
1965 9 13.3
1966 9 29.0
1967 9 7.3
1968 9 17.5
1969 9 24.7
1970 9 41.6
1971 9 13.5
1972 9 10.3
1973 9 42.1
1974 9 54.8
1975 9 NaN
1976 9 NaN
1977 9 30.2
1978 9 63.0
1979 9 63.6
1980 9 4.2
1981 9 0.0
1982 9 41.0
1983 9 8.2
1984 9 71.6
1985 9 11.2
1986 9 14.4
1987 9 21.3
1988 9 10.5
1989 9 6.5
1990 9 16.1
1991 9 9.0
1992 9 63.1
1993 9 37.5
1994 9 3.2
1995 9 55.6
1996 9 38.4
1997 9 36.6
1998 9 18.2
1999 9 38.4
2000 9 10.0
2001 9 42.6
2002 9 1.8
2003 9 28.8
2004 9 36.6
2005 9 39.2
2006 9 5.8
2007 9 4.2
2008 9 5.2
2009 9 30.8
2010 9 160.2
2011 9 13.4
2012 9 4.0
2013 9 42.8
2014 9 11.8
2015 9 13.4
