1876 10 10.4
1877 10 2.8
1878 10 17.5
1879 10 4.6
1880 10 14.0
1881 10 24.4
1882 10 37.6
1883 10 14.0
1884 10 18.5
1885 10 11.4
1886 10 17.5
1887 10 3.3
1888 10 16.5
1889 10 6.4
1890 10 24.6
1891 10 28.2
1892 10 51.6
1893 10 10.2
1894 10 9.4
1895 10 2.3
1896 10 6.1
1897 10 5.3
1898 10 15.2
1899 10 2.5
1900 10 6.4
1901 10 27.9
1902 10 29.0
1903 10 19.8
1904 10 73.9
1905 10 2.5
1906 10 12.7
1907 10 5.8
1908 10 24.8
1909 10 25.1
1910 10 28.8
1911 10 19.3
1912 10 5.2
1913 10 23.0
1914 10 7.3
1915 10 2.5
1916 10 50.4
1917 10 19.9
1918 10 13.7
1919 10 33.7
1920 10 37.7
1921 10 13.1
1922 10 3.0
1923 10 5.1
1924 10 14.0
1925 10 24.4
1926 10 1.3
1927 10 NaN
1928 10 NaN
1929 10 0.0
1930 10 43.6
1931 10 7.0
1932 10 19.6
1933 10 9.7
1934 10 17.5
1935 10 66.0
1936 10 32.4
1937 10 13.3
1938 10 6.4
1939 10 26.1
1940 10 33.5
1941 10 36.7
1942 10 6.1
1943 10 2.6
1944 10 3.6
1945 10 2.9
1946 10 NaN
1947 10 43.7
1948 10 26.7
1949 10 29.9
1950 10 34.0
1951 10 6.1
1952 10 72.0
1953 10 NaN
1954 10 46.0
1955 10 20.1
1956 10 25.1
1957 10 1.8
1958 10 12.0
1959 10 14.1
1960 10 5.4
1961 10 1.1
1962 10 55.5
1963 10 0.5
1964 10 15.2
1965 10 6.6
1966 10 23.9
1967 10 43.4
1968 10 5.6
1969 10 8.5
1970 10 8.2
1971 10 3.7
1972 10 10.2
1973 10 18.1
1974 10 31.0
1975 10 NaN
1976 10 22.3
1977 10 2.2
1978 10 19.2
1979 10 2.8
1980 10 18.6
1981 10 9.6
1982 10 14.0
1983 10 21.6
1984 10 19.5
1985 10 23.5
1986 10 42.7
1987 10 9.3
1988 10 2.9
1989 10 6.3
1990 10 28.2
1991 10 3.0
1992 10 36.3
1993 10 22.7
1994 10 10.6
1995 10 13.4
1996 10 6.8
1997 10 23.8
1998 10 15.0
1999 10 53.2
2000 10 17.6
2001 10 23.4
2002 10 2.4
2003 10 20.6
2004 10 1.8
2005 10 9.6
2006 10 11.8
2007 10 20.8
2008 10 29.6
2009 10 10.2
2010 10 23.2
2011 10 46.6
2012 10 4.0
2013 10 8.4
2014 10 16.0
2015 10 9.4
