1876 8 10.4
1877 8 3.6
1878 8 8.6
1879 8 60.2
1880 8 15.0
1881 8 27.4
1882 8 28.4
1883 8 19.8
1884 8 7.1
1885 8 6.1
1886 8 45.2
1887 8 14.2
1888 8 34.8
1889 8 19.1
1890 8 7.6
1891 8 10.9
1892 8 59.4
1893 8 20.8
1894 8 23.1
1895 8 1.8
1896 8 13.2
1897 8 19.3
1898 8 10.4
1899 8 38.9
1900 8 34.0
1901 8 49.3
1902 8 11.9
1903 8 14.2
1904 8 13.0
1905 8 18.3
1906 8 45.2
1907 8 20.6
1908 8 44.6
1909 8 79.0
1910 8 25.1
1911 8 34.9
1912 8 6.9
1913 8 10.2
1914 8 22.2
1915 8 25.7
1916 8 39.5
1917 8 23.3
1918 8 37.3
1919 8 15.0
1920 8 22.7
1921 8 20.2
1922 8 9.0
1923 8 32.3
1924 8 5.6
1925 8 22.2
1926 8 10.4
1927 8 NaN
1928 8 NaN
1929 8 NaN
1930 8 41.9
1931 8 17.5
1932 8 54.7
1933 8 19.3
1934 8 22.9
1935 8 15.6
1936 8 24.1
1937 8 14.2
1938 8 16.1
1939 8 35.6
1940 8 4.3
1941 8 17.1
1942 8 22.7
1943 8 28.6
1944 8 10.0
1945 8 18.4
1946 8 NaN
1947 8 56.7
1948 8 14.0
1949 8 13.7
1950 8 27.7
1951 8 41.0
1952 8 11.9
1953 8 40.2
1954 8 17.3
1955 8 20.9
1956 8 33.5
1957 8 19.7
1958 8 82.0
1959 8 3.1
1960 8 19.9
1961 8 20.6
1962 8 11.7
1963 8 20.7
1964 8 NaN
1965 8 21.5
1966 8 27.5
1967 8 21.3
1968 8 29.0
1969 8 30.3
1970 8 40.3
1971 8 26.4
1972 8 25.3
1973 8 72.4
1974 8 25.6
1975 8 NaN
1976 8 NaN
1977 8 31.0
1978 8 72.4
1979 8 34.6
1980 8 19.4
1981 8 21.3
1982 8 3.2
1983 8 16.3
1984 8 51.6
1985 8 52.5
1986 8 45.9
1987 8 12.7
1988 8 13.9
1989 8 8.8
1990 8 46.6
1991 8 8.1
1992 8 42.7
1993 8 111.3
1994 8 6.4
1995 8 11.4
1996 8 24.0
1997 8 25.4
1998 8 12.8
1999 8 15.4
2000 8 52.4
2001 8 37.0
2002 8 18.8
2003 8 42.4
2004 8 34.8
2005 8 36.2
2006 8 18.2
2007 8 42.6
2008 8 13.2
2009 8 32.2
2010 8 35.8
2011 8 12.4
2012 8 4.7
2013 8 2.6
2014 8 9.8
2015 8 71.4
