1902 04 8.4 1
1903 04 174.5 1
1904 04 15.5 1
1905 04 9.4 1
1906 04 0.0 1
1907 04 5.4 1
1908 04 36.8 1
1909 04 33.1 1
1910 04 0.0 1
1911 04 11.9 1
1912 04 15.8 1
1913 04 1.6 1
1914 04 4.3 1
1915 04 19.3 1
1916 04 6.1 1
1917 04 23.2 1
1918 04 6.8 1
1919 04 38.9 1
1920 04 8.6 1
1921 04 3.0 1
1922 04 56.2 1
1923 04 3.6 1
1924 04 1.5 1
1925 04 62.7 1
1926 04 6.8 1
1927 04 0.8 1
1928 04 0.8 1
1929 04 5.3 1
1930 04 12.9 1
1931 04 4.5 1
1932 04 49.6 1
1933 04 10.4 1
1934 04 104.0 1
1935 04 16.3 1
1936 04 6.6 1
1937 04 7.4 1
1938 04 20.4 1
1939 04 5.6 1
1940 04 5.1 1
1941 04 55.7 1
1942 04 18.1 1
1943 04 5.7 1
1944 04 21.4 1
1945 04 0.0 1
1946 04 19.3 1
1947 04 27.7 1
1948 04 2.8 1
1949 04 10.4 1
1950 04 3.1 1
1951 04 50.9 1
1952 04 39.0 1
1953 04 17.6 1
1954 04 12.4 1
1955 04 37.8 1
1956 04 16.5 1
1957 04 0.0 1
1958 04 0.0 1
1959 04 4.4 1
1960 04 33.2 1
1961 04 96.2 1
1962 04 10.6 1
1963 04 17.1 1
1964 04 93.0 1
1965 04 0.0 1
1966 04 10.1 1
1967 04 29.8 1
1968 04 51.0 1
1969 04 7.7 1
1970 04 41.0 1
1971 04 18.0 1
1972 4 NaN 
1973 4 NaN 0
1974 4 NaN 0
1975 4 NaN 0
1976 4 NaN 0
1977 4 NaN 0
1978 4 NaN 0
1979 4 NaN 0
1980 4 NaN 0
1981 4 NaN 0
1982 4 NaN 0
1983 4 NaN 0
1984 04 0.0 1
1985 04 0.0 1
1986 04 8.0 1
1987 04 4.8 1
1988 04 35.3 1
1989 04 56.9 1
1990 04 18.8 1
1991 04 24.4 1
1992 04 36.6 1
1993 04 15.6 1
1994 04 0.0 1
1995 04 34.0 1
1996 04 31.2 1
1997 04 10.8 1
1998 04 17.2 1
1999 04 14.1 1
2000 04 9.7 1
2001 04 1.7 1
2002 04 26.6 1
2003 04 9.1 1
2004 04 16.8 1
2005 04 13.2 1
2006 04 61.8 1
2007 04 36.8 1
2008 04 17.3 1
2009 04 21.2 1
2010 04 31.3 1
2011 04 14.8 1
2012 04 3.2 1
2013 04 20.0 1
2014 04 22.6 1
2015 04 26.6 0
